Order Number,Carrier ID,Actual Heat,Target Heat,Actual Time,Target Time,Full Station Time,World Time
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:03.324383
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:03.570037
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:03.813684
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:04.054325
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:04.297973
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:04.553654
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:04.797301
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:05.041953
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:05.289612
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:05.541281
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:05.786934
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:06.039607
   0,3,  28,50,5000,5,     0  ,2020-09-08 14:11:06.286263
1745,3,  28,50,5000,5,    31  ,2020-09-08 14:11:06.532920
1745,3,  28,50,5000,5,   278  ,2020-09-08 14:11:06.779576
1745,3,  28,50,5000,5,   521  ,2020-09-08 14:11:07.022221
1745,3,  28,50,5000,5,   765  ,2020-09-08 14:11:07.264866
1745,3,  28,50,5000,5,  1009  ,2020-09-08 14:11:07.507512
